,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
10058,358002389,6,Villenave-d'Ornon,100%,100%,Entire home/apt,41,64.0,['phone'],2 baths,433.0,Camelia,672304615796933302,2.0,baths,672304615796933302
10059,30460418,14,Bordeaux Sud,95%,100%,Entire home/apt,36,74.0,"['email', 'phone']",1 bath,941.0,Charlotte,672345879849690690,1.0,bath,672345879849690690
10060,349896913,1,Talence,100%,80%,Entire home/apt,15,400.0,"['email', 'phone']",3 baths,490.0,Laurent,672765839101530568,3.0,baths,672765839101530568
10061,466410554,0,Bruges,0%,100%,Entire home/apt,21,300.0,['phone'],3 baths,419.0,Ludovic,672836289212925738,3.0,baths,672836289212925738
10062,272937422,0,Chartrons - Grand Parc - Jardin Public,94%,100%,Entire home/apt,14,71.0,"['email', 'phone']",1 bath,560.0,Fabien,672844936438012846,1.0,bath,672844936438012846
10063,30821387,9,Bordeaux Maritime,91%,100%,Private room,18,56.0,"['email', 'phone']",1 private bath,493.0,Amandine,675209351894593507,1.0,private bath,675209351894593507
10064,120495858,7,Bourran,100%,100%,Entire home/apt,36,79.0,"['email', 'phone']",1 bath,535.0,Anne,675216852101753485,1.0,bath,675216852101753485
10065,372132568,2,Gambetta-Mairie-Lissandre,100%,100%,Entire home/apt,48,199.0,"['email', 'phone']",2 baths,565.0,Roumy,675235166302983307,2.0,baths,675235166302983307
10066,224200356,0,Bgles,29%,100%,Entire home/apt,6,80.0,"['email', 'phone']",1 bath,560.0,Victoire,675275658107802915,1.0,bath,675275658107802915
10067,27166712,3,Chartrons - Grand Parc - Jardin Public,60%,90%,Entire home/apt,8,200.0,"['email', 'phone']",2 baths,508.0,Amélie,675330522972742589,2.0,baths,675330522972742589
10069,32038746,0,Bordeaux Maritime,67%,100%,Entire home/apt,34,75.0,"['email', 'phone']",1 bath,534.0,Robin,675376481183732021,1.0,bath,675376481183732021
10070,178177189,1,Bordeaux Sud,67%,88%,Entire home/apt,8,145.0,"['email', 'phone']",1 bath,514.0,Charline,672853466910629224,1.0,bath,672853466910629224
10071,241846330,2,Parempuyre,100%,100%,Entire home/apt,44,70.0,"['email', 'phone']",1.5 baths,948.0,Camille,672854005348678232,1.5,baths,672854005348678232
10072,397367403,1,Bordeaux Sud,100%,100%,Private room,28,50.0,"['email', 'phone']",2 shared baths,961.0,Julia,672889300247169100,2.0,shared baths,672889300247169100
10073,7160640,1,Caudran,100%,100%,Entire home/apt,42,149.0,"['email', 'phone']",1 bath,549.0,Pauline,680310197699976120,1.0,bath,680310197699976120
10074,471847938,2,Talence,60%,100%,Entire home/apt,35,62.0,"['email', 'phone']",1 bath,704.0,Patrick,680311455232102762,1.0,bath,680311455232102762
10075,456430723,0,Bordeaux Sud,98%,100%,Entire home/apt,14,65.0,['phone'],1 bath,1000.0,Thibaut,675711491150815262,1.0,bath,675711491150815262
10076,139720380,4,Chartrons - Grand Parc - Jardin Public,86%,100%,Entire home/apt,4,99.0,"['email', 'phone']",1 bath,354.0,Jérome,676705310659504127,1.0,bath,676705310659504127
10077,26729207,0,Saint-Mdard-en-Jalles,100%,100%,Entire home/apt,2,20.0,"['email', 'phone']",0 baths,248.0,Jocelyne,675758293343391333,0.0,baths,675758293343391333
10078,33552576,7,Bgles,97%,96%,Entire home/apt,20,76.0,"['email', 'phone']",1 bath,60.0,Mohamed,675789870441667037,1.0,bath,675789870441667037
10079,275928770,15,Palmer-Gravires-Cavailles,100%,100%,Entire home/apt,48,76.0,"['email', 'phone']",1 bath,1000.0,Cherif Et Clémentine,675792751987253070,1.0,bath,675792751987253070
10080,146327501,0,Bgles,50%,100%,Entire home/apt,12,70.0,"['email', 'phone']",1 bath,558.0,Mathilde,680337611039147123,1.0,bath,680337611039147123
10081,20960656,1,Talence,100%,100%,Entire home/apt,42,90.0,"['email', 'phone']",1 bath,764.0,Clément,680396343119236525,1.0,bath,680396343119236525
10082,77926484,2,Centre ville (Merignac),100%,100%,Entire home/apt,7,145.0,"['email', 'phone']",1 bath,185.0,Maud,680446832886607846,1.0,bath,680446832886607846
10083,33552576,3,Bgles,97%,96%,Entire home/apt,17,66.0,"['email', 'phone']",1 bath,106.0,Mohamed,675803359073510938,1.0,bath,675803359073510938
10084,417802890,2,Saint Augustin - Tauzin - Alphonse Dupeux,100%,90%,Entire home/apt,2,75.0,"['email', 'phone']",1 bath,1000.0,Stéphanie,675845028330776338,1.0,bath,675845028330776338
10085,117244880,0,La Bastide,100%,100%,Entire home/apt,54,145.0,"['email', 'phone', 'work_email']",1 bath,515.0,Marion,676798030623608744,1.0,bath,676798030623608744
10086,43713342,0,Talence,100%,100%,Entire home/apt,53,290.0,"['email', 'phone']",2 baths,624.0,Géraldine,675854907677913093,2.0,baths,675854907677913093
10087,18796190,2,Centre ville (Bordeaux),99%,97%,Entire home/apt,42,109.0,"['email', 'phone']",1.5 baths,808.0,Julie,675859615510861764,1.5,baths,675859615510861764
10088,127565229,4,Chartrons - Grand Parc - Jardin Public,90%,100%,Private room,4,50.0,"['email', 'phone', 'work_email']",1 private bath,207.0,Sylvaine,675865418034086031,1.0,private bath,675865418034086031
10090,472021880,1,Le Burck,25%,100%,Entire home/apt,39,65.0,"['email', 'phone']",1 bath,893.0,Hamid Reza,681010954515824239,1.0,bath,681010954515824239
10092,4315015,1,Chartrons - Grand Parc - Jardin Public,85%,100%,Entire home/apt,41,124.0,"['email', 'phone']",1 bath,504.0,Alex,681057442919096351,1.0,bath,681057442919096351
10093,78655054,3,Gambetta-Mairie-Lissandre,100%,100%,Entire home/apt,62,215.0,"['email', 'phone']",3.5 baths,1000.0,Guillaume,681087466263117124,3.5,baths,681087466263117124
10094,9731248,1,Caudran,99%,100%,Entire home/apt,47,164.0,"['email', 'phone', 'work_email']",2.5 baths,897.0,Nathaniel,681195619651966659,2.5,baths,681195619651966659
10095,80069707,2,Bordeaux Maritime,96%,100%,Entire home/apt,8,150.0,"['email', 'phone']",1 bath,263.0,Jeremy,681495613721722157,1.0,bath,681495613721722157
10096,456430723,8,Centre ville (Bordeaux),98%,100%,Entire home/apt,15,133.0,['phone'],1 bath,1000.0,Thibaut,681540611449519433,1.0,bath,681540611449519433
10097,463675740,9,Villenave-d'Ornon,100%,100%,Entire home/apt,31,48.0,"['email', 'phone']",1 bath,437.0,Monique,681715541440678478,1.0,bath,681715541440678478
10098,69322613,0,Saint-Mdard-en-Jalles,100%,90%,Entire home/apt,15,50.0,"['email', 'phone']",1 bath,509.0,Michael,681927932887071728,1.0,bath,681927932887071728
10099,470784867,0,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Private room,34,75.0,['phone'],1 private bath,1000.0,Marino,676092019115365686,1.0,private bath,676092019115365686
10100,470784867,2,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Private room,36,73.0,['phone'],1 private bath,1000.0,Marino,676159198283647786,1.0,private bath,676159198283647786
10101,38174909,1,Chartrons - Grand Parc - Jardin Public,100%,100%,Entire home/apt,1,80.0,"['email', 'phone']",1 bath,417.0,Guillaume,676160559071430643,1.0,bath,676160559071430643
10102,470784867,5,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Private room,24,58.0,['phone'],1 private bath,1000.0,Marino,676905705984518869,1.0,private bath,676905705984518869
10103,470784867,2,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Private room,29,57.0,['phone'],1 private bath,1000.0,Marino,676172890468973421,1.0,private bath,676172890468973421
10104,25384010,5,Caudran,100%,100%,Entire home/apt,46,70.0,"['email', 'phone']",1 bath,1000.0,Marie,684810445652978458,1.0,bath,684810445652978458
10105,363249311,1,Bordeaux Maritime,67%,100%,Entire home/apt,4,71.0,['phone'],1 bath,539.0,Coline,682339988416972134,1.0,bath,682339988416972134
10106,20739709,4,Chartrons - Grand Parc - Jardin Public,42%,90%,Entire home/apt,7,130.0,"['email', 'phone', 'work_email']",1 bath,515.0,Aurelie,682344162528621143,1.0,bath,682344162528621143
10107,450900326,5,Centre ville (Bordeaux),78%,97%,Private room,9,46.0,"['email', 'phone']",1 shared bath,283.0,Pascal,682365496888592967,1.0,shared bath,682365496888592967
10108,409813619,0,Bordeaux Sud,90%,100%,Entire home/apt,21,73.0,"['email', 'phone']",1 bath,389.0,Philippe,682389395723974141,1.0,bath,682389395723974141
10109,206878898,1,Saint-Mdard-en-Jalles,100%,100%,Entire home/apt,23,380.0,"['email', 'phone']",1 bath,552.0,Kevin,682480912370132341,1.0,bath,682480912370132341
10110,158664963,1,Chartrons - Grand Parc - Jardin Public,100%,100%,Entire home/apt,12,130.0,"['email', 'phone']",1 bath,444.0,Nancy,677218460038346816,1.0,bath,677218460038346816
10111,48098573,0,Blanquefort,100%,100%,Entire home/apt,9,45.0,"['email', 'phone']",1 bath,516.0,Camille,684841563250460207,1.0,bath,684841563250460207
10112,31671137,2,Le Bouscat,91%,90%,Entire home/apt,41,72.0,"['email', 'phone']",1 bath,513.0,Pauline,677251393224915210,1.0,bath,677251393224915210
10114,37314741,1,Talence,100%,100%,Entire home/apt,54,150.0,"['email', 'phone']",2.5 baths,1000.0,Céline&Thomas,685145495348592098,2.5,baths,685145495348592098
10115,472589000,2,Chemin Long,100%,100%,Entire home/apt,36,129.0,"['email', 'phone']",2 baths,515.0,Sinan,685148579246535928,2.0,baths,685148579246535928
10116,77307706,1,Villenave-d'Ornon,50%,60%,Entire home/apt,6,55.0,['phone'],1 bath,166.0,Marielle,685236913433963748,1.0,bath,685236913433963748
10117,263074049,2,Lormont,100%,100%,Entire home/apt,6,65.0,['phone'],1 bath,508.0,Soukaina,685267338936841183,1.0,bath,685267338936841183
10118,430551328,10,Bordeaux Sud,100%,100%,Entire home/apt,13,70.0,"['email', 'phone']",1 bath,870.0,Inas,682488749555430904,1.0,bath,682488749555430904
10119,260782124,9,Caudran,100%,100%,Entire home/apt,25,60.0,"['email', 'phone']",1 bath,175.0,Pierre,682549370645932599,1.0,bath,682549370645932599
10120,110064011,1,Capeyron,20%,100%,Entire home/apt,64,125.0,"['email', 'phone']",1 bath,741.0,David,682575872290389883,1.0,bath,682575872290389883
10121,273098508,1,Saint-Mdard-en-Jalles,100%,100%,Entire home/apt,51,200.0,"['email', 'phone']",2 baths,551.0,Bruno,682622000690863042,2.0,baths,682622000690863042
10122,25652382,5,Centre ville (Bordeaux),100%,100%,Entire home/apt,31,89.0,"['email', 'phone']",1 bath,1000.0,Clothilde,685281902639980455,1.0,bath,685281902639980455
10123,77216508,3,Ambs,67%,100%,Entire home/apt,28,69.0,"['email', 'phone']",1 bath,138.0,Frédérique,677359253145736826,1.0,bath,677359253145736826
10124,320848297,6,Bordeaux Sud,82%,100%,Private room,8,38.0,['phone'],1.5 baths,447.0,Cheng,682662221811262613,1.5,baths,682662221811262613
10125,296538818,0,Saint-Mdard-en-Jalles,61%,100%,Private room,31,49.0,"['email', 'phone']",1 private bath,766.0,Benjamin,677369370822414593,1.0,private bath,677369370822414593
10126,366605800,1,Saint-Louis-de-Montferrand,100%,100%,Entire home/apt,40,75.0,['phone'],1 bath,470.0,Camille,682771510470819225,1.0,bath,682771510470819225
10127,35356530,0,Villenave-d'Ornon,0%,100%,Entire home/apt,6,81.0,['phone'],1 bath,524.0,Jérémy,682972233344801246,1.0,bath,682972233344801246
10128,116853876,0,Saige,33%,50%,Entire home/apt,7,37.0,"['email', 'phone']",1 bath,526.0,Vincent,683096526815551121,1.0,bath,683096526815551121
10129,79003135,4,La Bastide,100%,100%,Entire home/apt,7,80.0,"['email', 'phone']",1 bath,414.0,Ophelie,683104965341321644,1.0,bath,683104965341321644
10130,34721597,1,Le Bouscat,87%,100%,Entire home/apt,40,124.0,"['email', 'phone']",1 bath,660.0,Edouard-Pôl,683113257531436359,1.0,bath,683113257531436359
10131,416356805,1,Ambars-et-Lagrave,60%,100%,Entire home/apt,9,70.0,"['email', 'phone']",1 bath,341.0,Sylvie,685344502124340339,1.0,bath,685344502124340339
10132,473127830,2,Caudran,75%,100%,Entire home/apt,30,55.0,"['email', 'phone']",1 bath,270.0,Pascale,685456325275352495,1.0,bath,685456325275352495
10133,473099615,7,Bordeaux Sud,100%,100%,Entire home/apt,30,120.0,"['email', 'phone']",1 bath,440.0,Christophe,685461516066212246,1.0,bath,685461516066212246
10134,471114785,2,Palmer-Gravires-Cavailles,100%,100%,Entire home/apt,7,62.0,['phone'],1 bath,220.0,Vijay,677453277553315327,1.0,bath,677453277553315327
10135,345010191,1,Chartrons - Grand Parc - Jardin Public,100%,100%,Private room,3,54.0,"['email', 'phone']",1 bath,501.0,Ibrahim,685558008216447729,1.0,bath,685558008216447729
10136,47883470,0,Centre ville (Bordeaux),50%,100%,Entire home/apt,45,90.0,"['email', 'phone', 'work_email']",1 bath,565.0,Julie,685617309920796216,1.0,bath,685617309920796216
10137,55586486,2,Palmer-Gravires-Cavailles,80%,100%,Entire home/apt,31,100.0,"['email', 'phone']",1 bath,760.0,Vincent,685934653477285304,1.0,bath,685934653477285304
10138,15826861,1,Saint-Mdard-en-Jalles,100%,100%,Entire home/apt,50,250.0,"['email', 'phone']",2 baths,497.0,Estelle,683115576469926316,2.0,baths,683115576469926316
10139,7357794,2,Bordeaux Sud,60%,90%,Private room,20,62.0,"['email', 'phone']",1 shared bath,1000.0,Mathias,683138720874538932,1.0,shared bath,683138720874538932
10140,33765837,3,La Bastide,100%,100%,Entire home/apt,22,70.0,"['email', 'phone']",1 bath,916.0,Nicolas,683152100875194351,1.0,bath,683152100875194351
10141,73473684,0,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Private room,10,78.0,"['email', 'phone']",1 private bath,102.0,Anne,685945951128783654,1.0,private bath,685945951128783654
10142,198145975,5,Chartrons - Grand Parc - Jardin Public,100%,100%,Entire home/apt,55,130.0,"['email', 'phone']",1 bath,581.0,Baptiste,677488937358947077,1.0,bath,677488937358947077
10143,473246152,0,Bordeaux Sud,100%,100%,Entire home/apt,38,359.0,"['email', 'phone']",2 baths,538.0,Yann,685953068261762578,2.0,baths,685953068261762578
10144,464612150,3,La Bastide,92%,100%,Private room,34,71.0,"['email', 'phone']",1 private bath,379.0,Patricia,677511439403840753,1.0,private bath,677511439403840753
10145,32677637,4,Bordeaux Sud,100%,100%,Entire home/apt,39,139.0,"['email', 'phone']",2 baths,1000.0,Pierre-Olivier,677522628098086536,2.0,baths,677522628098086536
10146,401551227,8,Centre ville (Bordeaux),100%,100%,Entire home/apt,9,99.0,"['email', 'phone']",1 bath,517.0,Thomas,685960366662162295,1.0,bath,685960366662162295
10147,399856460,6,Lormont,100%,100%,Entire home/apt,36,63.0,['phone'],1 bath,1000.0,Kevin,683193786601797550,1.0,bath,683193786601797550
10148,300718931,1,Saint Augustin - Tauzin - Alphonse Dupeux,66%,100%,Entire home/apt,42,65.0,"['email', 'phone']",1 bath,318.0,Alice,683197245973128197,1.0,bath,683197245973128197
10149,445309059,1,Le Haillan,25%,100%,Entire home/apt,52,285.0,['phone'],2.5 baths,786.0,Zaina,677535981100867205,2.5,baths,677535981100867205
10150,245306094,1,Bordeaux Sud,67%,100%,Entire home/apt,8,95.0,"['email', 'phone']",1 bath,568.0,Laurent,683236314960415949,1.0,bath,683236314960415949
10151,146426976,2,La Bastide,77%,100%,Entire home/apt,7,70.0,"['email', 'phone']",1 bath,570.0,Carole,683250220929946228,1.0,bath,683250220929946228
10152,437487573,4,Talence,100%,100%,Entire home/apt,38,252.0,"['email', 'phone']",3 baths,1000.0,Zacharie,683257741867832505,3.0,baths,683257741867832505
10153,37595878,3,Martignas-sur-Jalle,60%,100%,Private room,55,55.0,"['email', 'phone', 'work_email']",1 private bath,926.0,Virginie,683332730855431381,1.0,private bath,683332730855431381
10154,472589000,2,Bgles,100%,100%,Entire home/apt,43,129.0,"['email', 'phone']",1 bath,535.0,Sinan,683394125309939444,1.0,bath,683394125309939444
10155,87229705,6,Bordeaux Sud,100%,100%,Entire home/apt,5,65.0,"['email', 'phone']",1.5 baths,248.0,Brendan,683405693274464433,1.5,baths,683405693274464433
10156,118616769,8,Bordeaux Sud,96%,100%,Private room,20,32.0,"['email', 'phone']",1 shared bath,486.0,Marina,685985586156476283,1.0,shared bath,685985586156476283
10157,19214719,0,Bordeaux Sud,75%,90%,Entire home/apt,15,124.0,['phone'],1 bath,266.0,Hugo,686046817589594475,1.0,bath,686046817589594475
10158,66589790,0,Villenave-d'Ornon,25%,88%,Entire home/apt,6,53.0,"['email', 'phone']",1 bath,314.0,MarieL,686054675252057990,1.0,bath,686054675252057990
10159,122353584,10,Le Bouscat,100%,90%,Entire home/apt,42,60.0,"['email', 'phone']",1 bath,707.0,Agathe Et Max,677550499255058420,1.0,bath,677550499255058420
10160,18671938,0,Lormont,0%,56%,Entire home/apt,5,125.0,"['email', 'phone']",2 baths,561.0,Aouatif,686078715541842523,2.0,baths,686078715541842523
10161,22930843,1,Bgles,40%,100%,Private room,34,34.0,"['email', 'phone']",1 private bath,345.0,Léa,683437889819645757,1.0,private bath,683437889819645757
10162,37344470,0,Lormont,100%,100%,Private room,6,17.0,"['email', 'phone']",1 shared bath,207.0,Claire,683652435099041058,1.0,shared bath,683652435099041058
10163,464742535,3,Saint-Aubin-de-Mdoc,100%,100%,Private room,37,120.0,"['email', 'phone']",1 private bath,790.0,Aline,677584469354144839,1.0,private bath,677584469354144839
10164,472663331,7,Centre ville (Bordeaux),100%,100%,Entire home/apt,41,74.0,"['email', 'phone']",1 bath,270.0,Max,683739915851714198,1.0,bath,683739915851714198
10165,398452079,1,Bordeaux Sud,100%,100%,Entire home/apt,28,86.0,"['email', 'phone']",1 bath,266.0,Mikael,683749441913612952,1.0,bath,683749441913612952
10167,394796160,2,Chartrons - Grand Parc - Jardin Public,67%,88%,Private room,17,55.0,['phone'],1 shared bath,427.0,Maria,686656084834978141,1.0,shared bath,686656084834978141
10168,467133246,4,Centre ville (Bordeaux),67%,70%,Entire home/apt,42,105.0,"['email', 'phone']",1 bath,1000.0,Typhaine,686675750341067107,1.0,bath,686675750341067107
10170,125501266,3,Chemin Long,75%,100%,Entire home/apt,40,75.0,"['email', 'phone']",1 bath,681.0,Emeline,677597056043543164,1.0,bath,677597056043543164
10171,413157348,2,Centre ville (Bordeaux),50%,100%,Entire home/apt,43,99.0,"['email', 'phone']",1.5 baths,248.0,Ulysse,686847893869200869,1.5,baths,686847893869200869
10172,473478160,1,Bordeaux Sud,100%,100%,Entire home/apt,46,100.0,"['email', 'phone']",1 bath,691.0,Jean Luc,686873298242110575,1.0,bath,686873298242110575
10173,473514012,6,Villenave-d'Ornon,91%,100%,Private room,13,38.0,"['email', 'phone']",1 private bath,500.0,Brigitte,687041152343785940,1.0,private bath,687041152343785940
10174,339374941,2,Saint-Mdard-en-Jalles,88%,100%,Entire home/apt,36,80.0,"['email', 'phone']",1 bath,1000.0,Vincent,687228122426243869,1.0,bath,687228122426243869
10175,329281259,0,Centre ville (Bordeaux),92%,100%,Entire home/apt,6,43.0,"['email', 'phone']",1 bath,911.0,Noemie,677843617506627763,1.0,bath,677843617506627763
10176,329281259,0,Bordeaux Sud,92%,100%,Entire home/apt,33,65.0,"['email', 'phone']",1 bath,895.0,Noemie,677868997363427899,1.0,bath,677868997363427899
10177,463718698,5,Centre ville (Bordeaux),100%,100%,Entire home/apt,6,74.0,"['email', 'phone']",1 bath,265.0,Bruno,687285462829650037,1.0,bath,687285462829650037
10178,106881669,0,Villenave-d'Ornon,100%,100%,Entire home/apt,3,45.0,"['email', 'phone']",1 bath,211.0,David,687364528695723211,1.0,bath,687364528695723211
10180,44328011,7,Palmer-Gravires-Cavailles,100%,100%,Entire home/apt,38,48.0,"['email', 'phone']",1 bath,1000.0,Ludovic,677963093572275998,1.0,bath,677963093572275998
10181,471063718,2,Bordeaux Sud,100%,100%,Entire home/apt,28,100.0,['phone'],1 bath,519.0,Alex,677987978998858675,1.0,bath,677987978998858675
10182,103639904,2,La Glacire,61%,69%,Entire home/apt,23,50.0,"['email', 'phone']",1 bath,256.0,Pauline,683814054162888818,1.0,bath,683814054162888818
10183,54940623,4,Bordeaux Sud,100%,100%,Entire home/apt,34,190.0,"['email', 'phone']",2 baths,248.0,Ewerton,683841511504006393,2.0,baths,683841511504006393
10185,329281259,0,Centre ville (Bordeaux),92%,100%,Entire home/apt,28,52.0,"['email', 'phone']",1 bath,640.0,Noemie,678069126701846540,1.0,bath,678069126701846540
10187,321162574,5,La Bastide,100%,100%,Entire home/apt,25,120.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Coralie,687587879904863106,1.0,bath,687587879904863106
10188,114568942,5,Centre ville (Bordeaux),100%,100%,Entire home/apt,31,51.0,"['email', 'phone']",1 bath,416.0,Hamy,687749320811320821,1.0,bath,687749320811320821
10189,348585914,6,Bordeaux Sud,100%,100%,Private room,30,52.0,"['email', 'phone']",1 shared bath,1000.0,Margaux,688041238726379149,1.0,shared bath,688041238726379149
10190,472700746,1,Bordeaux Sud,75%,100%,Entire home/apt,42,164.0,"['email', 'phone']",2 baths,709.0,Max,683883660166645518,2.0,baths,683883660166645518
10191,61396358,4,France Alouette,67%,100%,Entire home/apt,40,98.0,"['email', 'phone']",1 bath,525.0,Maud,683895587380715802,1.0,bath,683895587380715802
10192,37314741,1,Le Bouscat,100%,100%,Entire home/apt,51,200.0,"['email', 'phone']",3 baths,1000.0,Céline&Thomas,683938188282179835,3.0,baths,683938188282179835
10195,15275578,5,Saint Augustin - Tauzin - Alphonse Dupeux,75%,90%,Private room,37,55.0,"['email', 'phone']",1 shared bath,415.0,Michael,688133989677547367,1.0,shared bath,688133989677547367
10198,8112221,0,Brivazac-Candau,100%,100%,Private room,16,35.0,"['email', 'phone', 'work_email']",1 private bath,66.0,Anne Laure,688214578883600419,1.0,private bath,688214578883600419
10199,471856689,0,Centre ville (Bordeaux),100%,88%,Entire home/apt,19,113.0,['phone'],1 bath,1000.0,Alexis,688214747349478427,1.0,bath,688214747349478427
10200,43012778,0,Eysines,50%,100%,Entire home/apt,44,55.0,"['email', 'phone']",1 bath,1000.0,Maria,688826044907607876,1.0,bath,688826044907607876
10201,54172962,1,Bordeaux Maritime,100%,100%,Entire home/apt,31,80.0,"['email', 'phone']",1 bath,638.0,Tamara,678127317391744332,1.0,bath,678127317391744332
10202,471272395,6,Nansouty - Saint Gens,85%,100%,Entire home/apt,28,65.0,"['email', 'phone']",1 bath,420.0,Nathalie,678128018020066751,1.0,bath,678128018020066751
10203,473925998,1,Bordeaux Maritime,100%,100%,Entire home/apt,26,166.0,"['email', 'phone']",1 bath,1000.0,Bérangère,688870015096287252,1.0,bath,688870015096287252
10204,71089937,3,Le Bouscat,73%,93%,Private room,8,45.0,"['email', 'phone']",1 shared bath,625.0,Simon,678167758969774257,1.0,shared bath,678167758969774257
10205,6631804,5,Blanquefort,100%,100%,Private room,25,45.0,"['email', 'phone']",1 private bath,159.0,Jean-Yves,688906433217023138,1.0,private bath,688906433217023138
10207,18588717,0,Centre ville (Bordeaux),99%,100%,Entire home/apt,36,100.0,"['email', 'phone']",2 baths,892.0,Anne,684098937295258352,2.0,baths,684098937295258352
10208,34990087,2,Bordeaux Maritime,100%,100%,Entire home/apt,39,75.0,"['email', 'phone']",1 bath,562.0,Daniela,678212905636165420,1.0,bath,678212905636165420
10209,62831664,4,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Entire home/apt,29,60.0,"['email', 'phone']",1 bath,674.0,Ioana,684141468149330509,1.0,bath,684141468149330509
10210,14881499,0,Bordeaux Maritime,100%,100%,Entire home/apt,7,95.0,"['email', 'phone']",1 bath,582.0,Anaëlle,684198153248948446,1.0,bath,684198153248948446
10211,193511259,7,Chartrons - Grand Parc - Jardin Public,100%,100%,Entire home/apt,42,104.0,"['email', 'phone']",1 bath,1000.0,Mélanie,684441025749996997,1.0,bath,684441025749996997
10212,31795726,1,Floirac,100%,100%,Private room,21,41.0,"['email', 'phone']",1 private bath,1000.0,Camille,688913934432375190,1.0,private bath,688913934432375190
10213,6079190,3,Le Monteil,100%,100%,Entire home/apt,44,68.0,"['email', 'phone']",1 bath,377.0,Alessandra,678224429971725285,1.0,bath,678224429971725285
10214,456430723,1,Centre ville (Bordeaux),98%,100%,Entire home/apt,14,114.0,['phone'],1 bath,1000.0,Thibaut,688956294555472048,1.0,bath,688956294555472048
10216,456430723,5,Centre ville (Bordeaux),98%,100%,Entire home/apt,12,89.0,['phone'],1 bath,1000.0,Thibaut,689012176786427366,1.0,bath,689012176786427366
10217,40714123,1,Floirac,67%,100%,Entire home/apt,28,140.0,"['email', 'phone']",1 bath,48.0,Zacharie,689072114981420550,1.0,bath,689072114981420550
10218,12414746,3,Centre ville (Bordeaux),94%,95%,Entire home/apt,24,85.0,"['email', 'phone']",1 bath,249.0,Souleymane,684451802216245977,1.0,bath,684451802216245977
10219,117092469,4,Bruges,82%,100%,Entire home/apt,33,70.0,"['email', 'phone']",1 bath,1000.0,Sousou,684477059256402174,1.0,bath,684477059256402174
10220,7143343,0,Capeyron,0%,100%,Entire home/apt,8,300.0,"['email', 'phone']",2 baths,67.0,Bel,684537937846945569,2.0,baths,684537937846945569
10222,456430723,12,Centre ville (Bordeaux),98%,100%,Entire home/apt,17,115.0,['phone'],1 bath,1000.0,Thibaut,678611367671427343,1.0,bath,678611367671427343
10223,148775185,0,Bordeaux Sud,100%,86%,Entire home/apt,16,160.0,"['email', 'phone']",1 bath,871.0,Marion,684671256937410520,1.0,bath,684671256937410520
10224,8490971,0,Saint Augustin - Tauzin - Alphonse Dupeux,20%,100%,Entire home/apt,15,300.0,"['email', 'phone', 'work_email']",1 bath,224.0,Thomas,684693039161114863,1.0,bath,684693039161114863
10225,228218904,6,Bordeaux Maritime,91%,100%,Entire home/apt,16,85.0,"['email', 'phone']",1 bath,1000.0,Sandy,689135380934514541,1.0,bath,689135380934514541
10226,48960260,0,Chartrons - Grand Parc - Jardin Public,50%,88%,Entire home/apt,39,79.0,"['email', 'phone']",1 bath,458.0,Manon,689163645189006591,1.0,bath,689163645189006591
10227,446283504,0,Caudran,99%,97%,Entire home/apt,24,200.0,"['email', 'phone']",2 baths,1000.0,Hostenga,678625486949142279,2.0,baths,678625486949142279
10228,17535689,0,Bgles,67%,100%,Private room,24,40.0,"['email', 'phone']",1 shared bath,139.0,Cecile,689187560212739304,1.0,shared bath,689187560212739304
10229,14315876,2,Bordeaux Sud,57%,100%,Entire home/apt,46,190.0,"['email', 'phone']",2.5 baths,1000.0,Carl,689191964230907230,2.5,baths,689191964230907230
10230,114323692,3,Villenave-d'Ornon,67%,100%,Entire home/apt,7,80.0,"['email', 'phone']",2 baths,334.0,Laura,689584809348701517,2.0,baths,689584809348701517
10231,102011720,0,Bordeaux Maritime,98%,100%,Entire home/apt,20,120.0,"['email', 'phone']",1 bath,525.0,François,689618901981715809,1.0,bath,689618901981715809
10232,137655812,0,Centre ville (Bordeaux),100%,100%,Entire home/apt,28,120.0,"['email', 'phone']",1 bath,477.0,Françoise,684789983332829633,1.0,bath,684789983332829633
10233,471219833,4,Bruges,100%,100%,Entire home/apt,60,160.0,"['email', 'phone']",2 baths,1000.0,Eddy,678665263101094570,2.0,baths,678665263101094570
10234,387797419,2,Saint Augustin - Tauzin - Alphonse Dupeux,43%,93%,Entire home/apt,8,100.0,['phone'],1 bath,590.0,Zante,690545498220717502,1.0,bath,690545498220717502
10235,474445072,3,Villenave-d'Ornon,80%,100%,Entire home/apt,13,70.0,"['email', 'phone']",1 bath,427.0,Isabelle,690961678224445225,1.0,bath,690961678224445225
10237,472208495,1,La Bastide,100%,50%,Entire home/apt,26,213.0,"['email', 'phone']",2 baths,1000.0,GuestReady,689660877301097474,2.0,baths,689660877301097474
